sentence,difficulty,encoded_diff,tokens,tokens_no_stop,token_count,nb_verbs,nb_nouns,nb_adj,tfidf_score
Certains se défendront en citant la nouvelle cuisine censée jadis révolutionner nos habitudes.,B2,3,"['Certains', 'se', 'défendront', 'en', 'citant', 'la', 'nouvelle', 'cuisine', 'censée', 'jadis', 'révolutionner', 'nos', 'habitudes', '.']","['défendront', 'citant', 'nouvelle', 'cuisine', 'censée', 'jadis', 'révolutionner', 'habitudes', '.']",9,3,2,1,3.3894347262060798
Je vais bien.,A1,0,"['Je', 'vais', 'bien', '.']","['bien', '.']",2,1,0,1,1.686985479980566
J'ai ouvert cette école il y a une dizaine d'années pour aider les animaux.,A2,1,"[""J'"", 'ai', 'ouvert', 'cette', 'école', 'il', 'y', 'a', 'une', 'dizaine', ""d'"", 'années', 'pour', 'aider', 'les', 'animaux', '.']","['école', 'dizaine', 'années', 'aider', 'animaux', '.']",6,3,4,0,3.2002652676945935
Malgré ces efforts la question de la pertinence de la valeur comptable des entreprises reste toujours d'actualité car il n'y a pas de norme aujourd'hui sur la valeur liée aux actifs intangibles et plus particulièrement aux connaissances,C2,5,"['Malgré', 'ces', 'efforts', 'la', 'question', 'de', 'la', 'pertinence', 'de', 'la', 'valeur', 'comptable', 'des', 'entreprises', 'reste', 'toujours', ""d'"", 'actualité', 'car', 'il', ""n'"", 'y', 'a', 'pas', 'de', 'norme', ""aujourd'hui"", 'sur', 'la', 'valeur', 'liée', 'aux', 'actifs', 'intangibles', 'et', 'plus', 'particulièrement', 'aux', 'connaissances']","['efforts', 'question', 'pertinence', 'valeur', 'comptable', 'entreprises', 'actualité', 'norme', ""aujourd'hui"", 'valeur', 'liée', 'actifs', 'intangibles', 'particulièrement', 'connaissances']",15,3,10,6,5.031701104116388
Car les fromages ayant une appellation protégée appartiennent tous à une aire géographique et aux hommes qui l'occupent.,B2,3,"['Car', 'les', 'fromages', 'ayant', 'une', 'appellation', 'protégée', 'appartiennent', 'tous', 'à', 'une', 'aire', 'géographique', 'et', 'aux', 'hommes', 'qui', ""l'"", 'occupent', '.']","['fromages', 'appellation', 'protégée', 'appartiennent', 'aire', 'géographique', 'hommes', 'occupent', '.']",9,3,4,0,3.7512701914687296
"Le sort, qui semblait contrarier leur passion, ne fit que l'animer.",C1,4,"['Le', 'sort', ',', 'qui', 'semblait', 'contrarier', 'leur', 'passion', ',', 'ne', 'fit', 'que', ""l'"", 'animer', '.']","['sort', ',', 'semblait', 'contrarier', 'passion', ',', 'fit', 'animer', '.']",9,4,2,1,3.064129705367262
Y a-t-il de la place pour moi avec vous ?,A1,0,"['Y', 'a', '-t', '-il', 'de', 'la', 'place', 'pour', 'moi', 'avec', 'vous', '?']","['-t', '-il', 'place', '?']",4,0,1,0,2.649534353622726
"Ils avaient trouvé du plaisir à se donner ample carrière, j'en trouvais à les observer et à les décrire ; et ce qu'ils appelaient une perfidie me paraissait un dédommagement tout innocent et très légitime.",C2,5,"['Ils', 'avaient', 'trouvé', 'du', 'plaisir', 'à', 'se', 'donner', 'ample', 'carrière', ',', ""j'"", 'en', 'trouvais', 'à', 'les', 'observer', 'et', 'à', 'les', 'décrire', ';', 'et', 'ce', ""qu'"", 'ils', 'appelaient', 'une', 'perfidie', 'me', 'paraissait', 'un', 'dédommagement', 'tout', 'innocent', 'et', 'très', 'légitime', '.']","['trouvé', 'plaisir', 'donner', 'ample', 'carrière', ',', 'trouvais', 'observer', 'décrire', ';', 'appelaient', 'perfidie', 'paraissait', 'dédommagement', 'innocent', 'légitime', '.']",17,7,5,1,4.970627417648052
Cette tranquillité ne l'effrayait pas moins que s'il eût trouvé le logis en rumeur,C2,5,"['Cette', 'tranquillité', 'ne', ""l'"", 'effrayait', 'pas', 'moins', 'que', ""s'"", 'il', 'eût', 'trouvé', 'le', 'logis', 'en', 'rumeur']","['tranquillité', 'effrayait', 'eût', 'trouvé', 'logis', 'rumeur']",6,2,3,3,3.4062116160875306
Merci beaucoup.,A1,0,"['Merci', 'beaucoup', '.']","['beaucoup', '.']",2,0,1,1,1.404518728679565
"Mus par un cartésianisme extrémiste, les programmes sont concentrés sur la grammaire et l'apprentissage de règles théoriques, et se fondent principalement sur la mémorisation",C2,5,"['Mus', 'par', 'un', 'cartésianisme', 'extrémiste', ',', 'les', 'programmes', 'sont', 'concentrés', 'sur', 'la', 'grammaire', 'et', ""l'"", 'apprentissage', 'de', 'règles', 'théoriques', ',', 'et', 'se', 'fondent', 'principalement', 'sur', 'la', 'mémorisation']","['Mus', 'cartésianisme', 'extrémiste', ',', 'programmes', 'concentrés', 'grammaire', 'apprentissage', 'règles', 'théoriques', ',', 'fondent', 'principalement', 'mémorisation']",14,2,6,1,4.265542383625033
"La plupart des philosophes qui se sont prononcés en faveur de la liberté humaine, en faveur de l'existence du libre arbitre, ont accordé une grande valeur à l'expérience intime, immédiate que nous aurions, selon eux, de notre liberté : ""La liberté de notre volonté, écrit Descartes (Principes de la Philosophie, I, art39), se connaît sans preuve par la seule expérience que nous en avons""",C2,5,"['La', 'plupart', 'des', 'philosophes', 'qui', 'se', 'sont', 'prononcés', 'en', 'faveur', 'de', 'la', 'liberté', 'humaine', ',', 'en', 'faveur', 'de', ""l'"", 'existence', 'du', 'libre', 'arbitre', ',', 'ont', 'accordé', 'une', 'grande', 'valeur', 'à', ""l'"", 'expérience', 'intime', ',', 'immédiate', 'que', 'nous', 'aurions', ',', 'selon', 'eux', ',', 'de', 'notre', 'liberté', ':', '""', 'La', 'liberté', 'de', 'notre', 'volonté', ',', 'écrit', 'Descartes', '(', 'Principes', 'de', 'la', 'Philosophie', ',', 'I', ',', 'art39', ')', ',', 'se', 'connaît', 'sans', 'preuve', 'par', 'la', 'seule', 'expérience', 'que', 'nous', 'en', 'avons', '""']","['plupart', 'philosophes', 'prononcés', 'faveur', 'liberté', 'humaine', ',', 'faveur', 'existence', 'libre', 'arbitre', ',', 'accordé', 'grande', 'valeur', 'expérience', 'intime', ',', 'immédiate', 'aurions', ',', ',', 'liberté', ':', '""', 'liberté', 'volonté', ',', 'écrit', 'Descartes', '(', 'Principes', 'Philosophie', ',', ',', 'art39', ')', ',', 'connaît', 'preuve', 'expérience', '""']",42,6,16,0,6.021166250555218
"C'est bien là le miracle de l'écriture anglo-saxonne pour rendre parfois passionnants, subtils et addictifs des objets a priori grossiers.",C1,4,"[""C'"", 'est', 'bien', 'là', 'le', 'miracle', 'de', ""l'"", 'écriture', 'anglo-saxonne', 'pour', 'rendre', 'parfois', 'passionnants', ',', 'subtils', 'et', 'addictifs', 'des', 'objets', 'a', 'priori', 'grossiers', '.']","['bien', 'miracle', 'écriture', 'anglo-saxonne', 'passionnants', ',', 'subtils', 'addictifs', 'objets', 'priori', 'grossiers', '.']",12,1,3,3,4.087468276440321
"Dans la rue, on entend ""Vive le vent"", ""Petit Papa Noël"", ""Douce Nuit"" en boucle dans les rues ou dans les magasins aux vitrines richement décorées où les gens cherchent des idées de cadeaux",B2,3,"['Dans', 'la', 'rue', ',', 'on', 'entend', '""', 'Vive', 'le', 'vent', '""', ',', '""', 'Petit', 'Papa', 'Noël', '""', ',', '""', 'Douce', 'Nuit', '""', 'en', 'boucle', 'dans', 'les', 'rues', 'ou', 'dans', 'les', 'magasins', 'aux', 'vitrines', 'richement', 'décorées', 'où', 'les', 'gens', 'cherchent', 'des', 'idées', 'de', 'cadeaux']","['rue', ',', 'entend', '""', 'Vive', 'vent', '""', ',', '""', 'Petit', 'Papa', 'Noël', '""', ',', '""', 'Douce', 'Nuit', '""', 'boucle', 'rues', 'magasins', 'vitrines', 'richement', 'décorées', 'cherchent', 'idées', 'cadeaux']",27,4,10,1,5.143599484816384
"L'espace, son espace, transplanté sur une île, l'Islande, qui s'étire jusqu'aux confins de l'exil et qui rejoint des âges sur le retour.",C1,4,"[""L'"", 'espace', ',', 'son', 'espace', ',', 'transplanté', 'sur', 'une', 'île', ',', ""l'"", 'Islande', ',', 'qui', ""s'"", 'étire', ""jusqu'"", 'aux', 'confins', 'de', ""l'"", 'exil', 'et', 'qui', 'rejoint', 'des', 'âges', 'sur', 'le', 'retour', '.']","['espace', ',', 'espace', ',', 'transplanté', 'île', ',', 'Islande', ',', 'étire', ""jusqu'"", 'confins', 'exil', 'rejoint', 'âges', '.']",16,3,7,0,4.013682244281613
"Chez nous, c'est nuageux.",B1,2,"['Chez', 'nous', ',', ""c'"", 'est', 'nuageux', '.']","[',', 'nuageux', '.']",3,0,0,0,1.8219385336599636
Je suis impatient de retrouver mes camarades et de connaître mon emploi du temps.,B1,2,"['Je', 'suis', 'impatient', 'de', 'retrouver', 'mes', 'camarades', 'et', 'de', 'connaître', 'mon', 'emploi', 'du', 'temps', '.']","['impatient', 'retrouver', 'camarades', 'connaître', 'emploi', 'temps', '.']",7,3,3,0,3.3665020623418336
La poitrine contient les deux poumons et le coeur,B1,2,"['La', 'poitrine', 'contient', 'les', 'deux', 'poumons', 'et', 'le', 'coeur']","['poitrine', 'contient', 'poumons', 'coeur']",4,1,3,0,2.629624877539926
"Un enchaînement de clichés gênants et agaçants, même quand on a beaucoup d'autodérision.",B2,3,"['Un', 'enchaînement', 'de', 'clichés', 'gênants', 'et', 'agaçants', ',', 'même', 'quand', 'on', 'a', 'beaucoup', ""d'"", 'autodérision', '.']","['enchaînement', 'clichés', 'gênants', 'agaçants', ',', 'beaucoup', 'autodérision', '.']",8,1,3,2,3.118462123833371
"Nous avons décidé de travailler sur trois variables instrumentales, la première retenue étant l'individualisme.",B2,3,"['Nous', 'avons', 'décidé', 'de', 'travailler', 'sur', 'trois', 'variables', 'instrumentales', ',', 'la', 'première', 'retenue', 'étant', ""l'"", 'individualisme', '.']","['décidé', 'travailler', 'variables', 'instrumentales', ',', 'retenue', 'individualisme', '.']",8,2,3,0,3.5106323729869873
"Il était furieux contre le berger, qui avait révélé le secret de la grotte aux serpents.",B1,2,"['Il', 'était', 'furieux', 'contre', 'le', 'berger', ',', 'qui', 'avait', 'révélé', 'le', 'secret', 'de', 'la', 'grotte', 'aux', 'serpents', '.']","['furieux', 'contre', 'berger', ',', 'révélé', 'secret', 'grotte', 'serpents', '.']",9,1,4,0,3.5751892042071374
On pense bien sûr à This Is Us pour les temporalités parallèles qui éclairent les destins des personnages sur plusieurs décennies.,C1,4,"['On', 'pense', 'bien', 'sûr', 'à', 'This', 'Is', 'Us', 'pour', 'les', 'temporalités', 'parallèles', 'qui', 'éclairent', 'les', 'destins', 'des', 'personnages', 'sur', 'plusieurs', 'décennies', '.']","['bien', 'sûr', 'This', 'Is', 'Us', 'temporalités', 'parallèles', 'éclairent', 'destins', 'personnages', 'décennies', '.']",12,2,4,1,4.083661863000062
"On a tendance à lui imputer tous les maux de nos sociétés: égoïsme, compétition, exclusion, communautarisme, voire déliquescence morale.",C1,4,"['On', 'a', 'tendance', 'à', 'lui', 'imputer', 'tous', 'les', 'maux', 'de', 'nos', 'sociétés', ':', 'égoïsme', ',', 'compétition', ',', 'exclusion', ',', 'communautarisme', ',', 'voire', 'déliquescence', 'morale', '.']","['tendance', 'imputer', 'maux', 'sociétés', ':', 'égoïsme', ',', 'compétition', ',', 'exclusion', ',', 'communautarisme', ',', 'voire', 'déliquescence', 'morale', '.']",17,1,8,0,3.8830044120269003
Est-il exorbitant de prétendre qu'un mode de pensée qui accepte l'incertain soit devenu hors jeu ?,C2,5,"['Est-il', 'exorbitant', 'de', 'prétendre', ""qu'"", 'un', 'mode', 'de', 'pensée', 'qui', 'accepte', ""l'"", 'incertain', 'soit', 'devenu', 'hors', 'jeu', '?']","['Est-il', 'exorbitant', 'prétendre', 'mode', 'pensée', 'accepte', 'incertain', 'devenu', 'jeu', '?']",10,3,4,0,3.7129317579940935
Mais elle n'était jamais seule : des soirées entières se passaient sans que je pusse lui dire autre chose en particulier que quelques mots insignifiants ou interrompus.,C2,5,"['Mais', 'elle', ""n'"", 'était', 'jamais', 'seule', ':', 'des', 'soirées', 'entières', 'se', 'passaient', 'sans', 'que', 'je', 'pusse', 'lui', 'dire', 'autre', 'chose', 'en', 'particulier', 'que', 'quelques', 'mots', 'insignifiants', 'ou', 'interrompus', '.']","['jamais', ':', 'soirées', 'entières', 'passaient', 'pusse', 'chose', 'particulier', 'mots', 'insignifiants', 'interrompus', '.']",12,4,3,2,4.729798392917935
"Le jeudi est comme le mardi, on ne fait qu'aller à l'école.",A2,1,"['Le', 'jeudi', 'est', 'comme', 'le', 'mardi', ',', 'on', 'ne', 'fait', ""qu'"", 'aller', 'à', ""l'"", 'école', '.']","['jeudi', 'mardi', ',', 'aller', 'école', '.']",6,3,3,1,3.1480034283064446
"J'ai deux raisons, dont chaque est suffisante seule.",B1,2,"[""J'"", 'ai', 'deux', 'raisons', ',', 'dont', 'chaque', 'est', 'suffisante', 'seule', '.']","['raisons', ',', '.']",3,1,1,0,2.690472637213304
"Là, il pourra visiter la fameuse basilique Notre Dame de Fourvière et contempler la splendide vue panoramique sur la ville de Lyon depuis le belvédère",B2,3,"['Là', ',', 'il', 'pourra', 'visiter', 'la', 'fameuse', 'basilique', 'Notre', 'Dame', 'de', 'Fourvière', 'et', 'contempler', 'la', 'splendide', 'vue', 'panoramique', 'sur', 'la', 'ville', 'de', 'Lyon', 'depuis', 'le', 'belvédère']","[',', 'pourra', 'visiter', 'fameuse', 'basilique', 'Dame', 'Fourvière', 'contempler', 'splendide', 'vue', 'panoramique', 'ville', 'Lyon', 'belvédère']",14,2,7,1,4.422525832376386
"Dans cette profession, le renouvellement de personnel est important.",B1,2,"['Dans', 'cette', 'profession', ',', 'le', 'renouvellement', 'de', 'personnel', 'est', 'important', '.']","['profession', ',', 'renouvellement', 'personnel', 'important', '.']",6,0,3,0,2.656121860663953
Je regrette tout de suite après car j'ai peur qu'il associe la langue anglaise à quelque chose de désagréable.,B1,2,"['Je', 'regrette', 'tout', 'de', 'suite', 'après', 'car', ""j'"", 'ai', 'peur', ""qu'"", 'il', 'associe', 'la', 'langue', 'anglaise', 'à', 'quelque', 'chose', 'de', 'désagréable', '.']","['regrette', 'suite', 'peur', 'associe', 'langue', 'anglaise', 'chose', 'désagréable', '.']",9,2,4,1,3.97574947912797
Où est-ce que tu travaillais avant d'être avec nous ici ?,B1,2,"['Où', 'est', '-ce', 'que', 'tu', 'travaillais', 'avant', ""d'"", 'être', 'avec', 'nous', 'ici', '?']","['-ce', 'travaillais', 'ici', '?']",4,1,0,2,3.141042404370377
"Elle préfère aussi mettre un pull, des chaussettes en laine, des bottes et ses gants pour ne pas avoir froid aux doigts",B1,2,"['Elle', 'préfère', 'aussi', 'mettre', 'un', 'pull', ',', 'des', 'chaussettes', 'en', 'laine', ',', 'des', 'bottes', 'et', 'ses', 'gants', 'pour', 'ne', 'pas', 'avoir', 'froid', 'aux', 'doigts']","['préfère', 'mettre', 'pull', ',', 'chaussettes', 'laine', ',', 'bottes', 'gants', 'froid', 'doigts']",11,3,6,3,4.24932297914349
Les trafiquants d'êtres humains prétendent garder les passeports de leur victimes pour mettre ces documents en lieu sûr.,B2,3,"['Les', 'trafiquants', ""d'"", 'êtres', 'humains', 'prétendent', 'garder', 'les', 'passeports', 'de', 'leur', 'victimes', 'pour', 'mettre', 'ces', 'documents', 'en', 'lieu', 'sûr', '.']","['trafiquants', 'êtres', 'humains', 'prétendent', 'garder', 'passeports', 'victimes', 'mettre', 'documents', 'lieu', 'sûr', '.']",12,3,6,0,3.889663869078101
"Aujourd'hui, on est samedi, nous rendons visite à notre grand-mère",A1,0,"[""Aujourd'hui"", ',', 'on', 'est', 'samedi', ',', 'nous', 'rendons', 'visite', 'à', 'notre', 'grand-mère']","[""Aujourd'hui"", ',', 'samedi', ',', 'rendons', 'visite', 'grand-mère']",7,2,2,1,3.1763148442652254
"Le centre commercial est l'endroit idéal pour passer un bon moment avec sa famille, ses amis ou ses collègues de travail.",A2,1,"['Le', 'centre', 'commercial', 'est', ""l'"", 'endroit', 'idéal', 'pour', 'passer', 'un', 'bon', 'moment', 'avec', 'sa', 'famille', ',', 'ses', 'amis', 'ou', 'ses', 'collègues', 'de', 'travail', '.']","['centre', 'commercial', 'endroit', 'idéal', 'passer', 'bon', 'moment', 'famille', ',', 'amis', 'collègues', 'travail', '.']",13,1,7,0,4.168875506052423
"Si nous sortons sous la pluie vêtus de la sorte, nous serons malades en un rien de temps.",B1,2,"['Si', 'nous', 'sortons', 'sous', 'la', 'pluie', 'vêtus', 'de', 'la', 'sorte', ',', 'nous', 'serons', 'malades', 'en', 'un', 'rien', 'de', 'temps', '.']","['sortons', 'pluie', 'vêtus', 'sorte', ',', 'serons', 'malades', 'rien', 'temps', '.']",10,2,4,0,3.651681944066655
"Dans ce petit livre paru aux éditions Philippe Rey, les immortels répondent à des questions simples : Doit-on dire déroulé ou déroulement ?",C1,4,"['Dans', 'ce', 'petit', 'livre', 'paru', 'aux', 'éditions', 'Philippe', 'Rey', ',', 'les', 'immortels', 'répondent', 'à', 'des', 'questions', 'simples', ':', 'Doit', '-on', 'dire', 'déroulé', 'ou', 'déroulement', '?']","['petit', 'livre', 'paru', 'éditions', 'Philippe', 'Rey', ',', 'immortels', 'répondent', 'questions', 'simples', ':', '-on', 'déroulé', 'déroulement', '?']",16,3,5,0,4.288795664024567
"Mais au rythme auquel les forêts tropicales se dégradent, il devient urgent de traduire sur le terrain une politique propre à pérenniser les ressources forestières.",B2,3,"['Mais', 'au', 'rythme', 'auquel', 'les', 'forêts', 'tropicales', 'se', 'dégradent', ',', 'il', 'devient', 'urgent', 'de', 'traduire', 'sur', 'le', 'terrain', 'une', 'politique', 'propre', 'à', 'pérenniser', 'les', 'ressources', 'forestières', '.']","['rythme', 'forêts', 'tropicales', 'dégradent', ',', 'devient', 'urgent', 'traduire', 'terrain', 'politique', 'propre', 'pérenniser', 'ressources', 'forestières', '.']",15,4,5,0,4.441609734586219
Tu veux du sucre dans ton café,A2,1,"['Tu', 'veux', 'du', 'sucre', 'dans', 'ton', 'café']","['veux', 'sucre', 'café']",3,1,2,0,2.5199525075686084
Comment allez-vous ?,A1,0,"['Comment', 'allez', '-vous', '?']","['allez', '-vous', '?']",3,1,0,1,1.6869656521693752
Devien-dront-ils les esclaves de la société postindustrielle?,C2,5,"['Devien', '-', 'dront', '-ils', 'les', 'esclaves', 'de', 'la', 'société', 'postindustrielle', '?']","['Devien', '-', 'dront', '-ils', 'esclaves', 'société', 'postindustrielle', '?']",8,1,2,0,2.6556702291232566
"La calcitonine est une hormone largement distribuee sur l'echelle de l'evolution, cependant aucune etude biochimique n'a ete entreprise chez les invertebres.",C2,5,"['La', 'calcitonine', 'est', 'une', 'hormone', 'largement', 'distribuee', 'sur', ""l'"", 'echelle', 'de', ""l'"", 'evolution', ',', 'cependant', 'aucune', 'etude', 'biochimique', ""n'"", 'a', 'ete', 'entreprise', 'chez', 'les', 'invertebres', '.']","['calcitonine', 'hormone', 'largement', 'distribuee', 'echelle', 'evolution', ',', 'aucune', 'etude', 'biochimique', 'ete', 'entreprise', 'invertebres', '.']",14,1,6,4,4.100645879975683
"Après l'ambiance de luxe, ici c'est comme un village tranquille et traditionnel.",B1,2,"['Après', ""l'"", 'ambiance', 'de', 'luxe', ',', 'ici', ""c'"", 'est', 'comme', 'un', 'village', 'tranquille', 'et', 'traditionnel', '.']","['ambiance', 'luxe', ',', 'ici', 'village', 'tranquille', 'traditionnel', '.']",8,0,2,1,3.1555518024276323
Elle a dû faire beaucoup de rééducation mais elle est presque rétablie maintenant.,A2,1,"['Elle', 'a', 'dû', 'faire', 'beaucoup', 'de', 'rééducation', 'mais', 'elle', 'est', 'presque', 'rétablie', 'maintenant', '.']","['dû', 'faire', 'beaucoup', 'rééducation', 'presque', 'rétablie', '.']",7,3,1,3,3.0790025431540933
"Je ne concevais rien à la douleur violente, indomptable, qui déchirait mon coeur.",C2,5,"['Je', 'ne', 'concevais', 'rien', 'à', 'la', 'douleur', 'violente', ',', 'indomptable', ',', 'qui', 'déchirait', 'mon', 'coeur', '.']","['concevais', 'rien', 'douleur', 'violente', ',', 'indomptable', ',', 'déchirait', 'coeur', '.']",10,2,2,1,3.1981575724379137
"Avec elle, il apprendra qu'il ne faut pas aboyer sans raison, monter sur les canapés ou entrer dans les chambres.",B1,2,"['Avec', 'elle', ',', 'il', 'apprendra', ""qu'"", 'il', 'ne', 'faut', 'pas', 'aboyer', 'sans', 'raison', ',', 'monter', 'sur', 'les', 'canapés', 'ou', 'entrer', 'dans', 'les', 'chambres', '.']","[',', 'apprendra', 'faut', 'aboyer', 'raison', ',', 'monter', 'canapés', 'entrer', 'chambres', '.']",11,5,3,2,4.0840639994071175
"Il traversa alors un petit vestibule qui - tel que certaines pièces aménagées par leur propriétaire pour servir de cadre à une seule oeuvre d'art, dont elles tirent leur nom et, d'une nudité voulue, ne contiennent rien d'autre - exhibait à son entrée, comme quelque précieuse effigie de Benvenuto Cellini représentant un homme de guet, un jeune valet de pied, le corps légèrement fléchi en avant, dressant sur son hausse-col rouge une figure plus rouge encore d'où s'échappaient des torrents de feu, de timidité et de zèle, et qui, perçant les tapisseries d'Aubusson tendues devant le salon où on écoutait la musique, de son regard impétueux, vigilant, éperdu, avait l'air, avec une impassibilité militaire ou une foi surnaturelle - allégorie de l'alarme, incarnation de l'attente, commémoration du branle-bas - d'épier, ange ou vigie, d'une tour de donjon ou de cathédrale, l'apparition de l'ennemi ou l'heure du jugement.",C2,5,"['Il', 'traversa', 'alors', 'un', 'petit', 'vestibule', 'qui', '-', 'tel', 'que', 'certaines', 'pièces', 'aménagées', 'par', 'leur', 'propriétaire', 'pour', 'servir', 'de', 'cadre', 'à', 'une', 'seule', 'oeuvre', ""d'"", 'art', ',', 'dont', 'elles', 'tirent', 'leur', 'nom', 'et', ',', ""d'"", 'une', 'nudité', 'voulue', ',', 'ne', 'contiennent', 'rien', ""d'"", 'autre', '-', 'exhibait', 'à', 'son', 'entrée', ',', 'comme', 'quelque', 'précieuse', 'effigie', 'de', 'Benvenuto', 'Cellini', 'représentant', 'un', 'homme', 'de', 'guet', ',', 'un', 'jeune', 'valet', 'de', 'pied', ',', 'le', 'corps', 'légèrement', 'fléchi', 'en', 'avant', ',', 'dressant', 'sur', 'son', 'hausse', '-', 'col', 'rouge', 'une', 'figure', 'plus', 'rouge', 'encore', ""d'"", 'où', ""s'"", 'échappaient', 'des', 'torrents', 'de', 'feu', ',', 'de', 'timidité', 'et', 'de', 'zèle', ',', 'et', 'qui', ',', 'perçant', 'les', 'tapisseries', ""d'"", 'Aubusson', 'tendues', 'devant', 'le', 'salon', 'où', 'on', 'écoutait', 'la', 'musique', ',', 'de', 'son', 'regard', 'impétueux', ',', 'vigilant', ',', 'éperdu', ',', 'avait', ""l'"", 'air', ',', 'avec', 'une', 'impassibilité', 'militaire', 'ou', 'une', 'foi', 'surnaturelle', '-', 'allégorie', 'de', ""l'"", 'alarme', ',', 'incarnation', 'de', ""l'"", 'attente', ',', 'commémoration', 'du', 'branle', '-', 'bas', '-', ""d'"", 'épier', ',', 'ange', 'ou', 'vigie', ',', ""d'"", 'une', 'tour', 'de', 'donjon', 'ou', 'de', 'cathédrale', ',', ""l'"", 'apparition', 'de', ""l'"", 'ennemi', 'ou', ""l'"", 'heure', 'du', 'jugement', '.']","['traversa', 'petit', 'vestibule', '-', 'pièces', 'aménagées', 'propriétaire', 'servir', 'cadre', 'oeuvre', 'art', ',', 'tirent', 'nom', ',', 'nudité', 'voulue', ',', 'contiennent', 'rien', '-', 'exhibait', 'entrée', ',', 'précieuse', 'effigie', 'Benvenuto', 'Cellini', 'représentant', 'homme', 'guet', ',', 'jeune', 'valet', 'pied', ',', 'corps', 'légèrement', 'fléchi', ',', 'dressant', 'hausse', '-', 'col', 'rouge', 'figure', 'rouge', 'échappaient', 'torrents', 'feu', ',', 'timidité', 'zèle', ',', ',', 'perçant', 'tapisseries', 'Aubusson', 'tendues', 'salon', 'écoutait', 'musique', ',', 'regard', 'impétueux', ',', 'vigilant', ',', 'éperdu', ',', 'air', ',', 'impassibilité', 'militaire', 'foi', 'surnaturelle', '-', 'allégorie', 'alarme', ',', 'incarnation', 'attente', ',', 'commémoration', 'branle', '-', '-', 'épier', ',', 'ange', 'vigie', ',', 'tour', 'donjon', 'cathédrale', ',', 'apparition', 'ennemi', 'heure', 'jugement', '.']",101,12,48,7,9.865995786467877
L'Europe veut intervenir afin de donner le droit aux policiers d'écouter électroniquement les conversations de suspects qui utilisent le populaire logiciel de téléphonie par Internet Skype.,C1,4,"[""L'"", 'Europe', 'veut', 'intervenir', 'afin', 'de', 'donner', 'le', 'droit', 'aux', 'policiers', ""d'"", 'écouter', 'électroniquement', 'les', 'conversations', 'de', 'suspects', 'qui', 'utilisent', 'le', 'populaire', 'logiciel', 'de', 'téléphonie', 'par', 'Internet', 'Skype', '.']","['Europe', 'veut', 'intervenir', 'donner', 'droit', 'policiers', 'écouter', 'électroniquement', 'conversations', 'suspects', 'utilisent', 'populaire', 'logiciel', 'téléphonie', 'Internet', 'Skype', '.']",17,5,7,2,4.618926529360991
Ils ont deux enfants : un fils qui s'appelle André et une fille qui est très gentille,A2,1,"['Ils', 'ont', 'deux', 'enfants', ':', 'un', 'fils', 'qui', ""s'"", 'appelle', 'André', 'et', 'une', 'fille', 'qui', 'est', 'très', 'gentille']","['enfants', ':', 'fils', 'appelle', 'André', 'fille', 'très', 'gentille']",8,3,3,0,3.5930098685670604
"Le marquis professait une haine vigoureuse pour les lumières : ce sont les idées, disait-il, qui ont perdu l'Italie ; il ne savait trop comment concilier cette sainte horreur de l'instruction, avec le désir de voir son fils Fabrice perfectionner l'éducation si brillamment commencée chez les jésuites.",C2,5,"['Le', 'marquis', 'professait', 'une', 'haine', 'vigoureuse', 'pour', 'les', 'lumières', ':', 'ce', 'sont', 'les', 'idées', ',', 'disait', '-il', ',', 'qui', 'ont', 'perdu', ""l'"", 'Italie', ';', 'il', 'ne', 'savait', 'trop', 'comment', 'concilier', 'cette', 'sainte', 'horreur', 'de', ""l'"", 'instruction', ',', 'avec', 'le', 'désir', 'de', 'voir', 'son', 'fils', 'Fabrice', 'perfectionner', ""l'"", 'éducation', 'si', 'brillamment', 'commencée', 'chez', 'les', 'jésuites', '.']","['marquis', 'professait', 'haine', 'vigoureuse', 'lumières', ':', 'idées', ',', 'disait', '-il', ',', 'perdu', 'Italie', ';', 'savait', 'trop', 'concilier', 'sainte', 'horreur', 'instruction', ',', 'désir', 'voir', 'fils', 'Fabrice', 'perfectionner', 'éducation', 'brillamment', 'commencée', 'jésuites', '.']",31,8,10,5,6.092732674739265
"Ancien sénateur pendant plus de 35 ans, le démocrate se targue de connaître la maison et de vouloir chercher des accords entre partis au Congrès.",B2,3,"['Ancien', 'sénateur', 'pendant', 'plus', 'de', '35', 'ans', ',', 'le', 'démocrate', 'se', 'targue', 'de', 'connaître', 'la', 'maison', 'et', 'de', 'vouloir', 'chercher', 'des', 'accords', 'entre', 'partis', 'au', 'Congrès', '.']","['Ancien', 'sénateur', '35', 'ans', ',', 'démocrate', 'targue', 'connaître', 'maison', 'vouloir', 'chercher', 'accords', 'partis', 'Congrès', '.']",15,4,7,1,4.461997452944724
"Le 1er mai correspond à la fête du Travail, et rappelle la lutte des ouvriers pour réduire la journée de travail à huit heures.",A2,1,"['Le', '1er', 'mai', 'correspond', 'à', 'la', 'fête', 'du', 'Travail', ',', 'et', 'rappelle', 'la', 'lutte', 'des', 'ouvriers', 'pour', 'réduire', 'la', 'journée', 'de', 'travail', 'à', 'huit', 'heures', '.']","['1er', 'mai', 'correspond', 'fête', 'Travail', ',', 'rappelle', 'lutte', 'ouvriers', 'réduire', 'journée', 'travail', 'heures', '.']",14,3,8,0,4.011520466810627
